feature	feature_idx	spearman_log_inv_len	p	q
f17617	17617		1.0	1.0
f17618	17618		1.0	1.0
f17621	17621		1.0	1.0
f17623	17623		1.0	1.0
f17624	17624		1.0	1.0
f17625	17625		1.0	1.0
f17626	17626		1.0	1.0
f17627	17627		1.0	1.0
f17628	17628		1.0	1.0
f17630	17630		1.0	1.0
f17631	17631		1.0	1.0
f17633	17633		1.0	1.0
f17634	17634		1.0	1.0
f17636	17636		1.0	1.0
f17637	17637		1.0	1.0
f17638	17638		1.0	1.0
f17639	17639		1.0	1.0
f17640	17640		1.0	1.0
f17641	17641		1.0	1.0
f17642	17642		1.0	1.0
f17643	17643		1.0	1.0
f17645	17645		1.0	1.0
f17646	17646		1.0	1.0
f17647	17647		1.0	1.0
f17648	17648		1.0	1.0
f17649	17649		1.0	1.0
f17650	17650		1.0	1.0
f17654	17654		1.0	1.0
f17655	17655		1.0	1.0
f17656	17656		1.0	1.0
f17657	17657		1.0	1.0
f17660	17660		1.0	1.0
f17663	17663		1.0	1.0
f17665	17665		1.0	1.0
f17666	17666		1.0	1.0
f17668	17668		1.0	1.0
f17669	17669		1.0	1.0
f17670	17670		1.0	1.0
f17672	17672		1.0	1.0
f17676	17676		1.0	1.0
f17677	17677		1.0	1.0
f17679	17679		1.0	1.0
f17680	17680		1.0	1.0
f17681	17681		1.0	1.0
f17682	17682		1.0	1.0
f17685	17685		1.0	1.0
f17686	17686		1.0	1.0
f17687	17687		1.0	1.0
f17688	17688		1.0	1.0
f17690	17690		1.0	1.0
f17691	17691		1.0	1.0
f17692	17692		1.0	1.0
f17694	17694		1.0	1.0
f17695	17695		1.0	1.0
f17696	17696		1.0	1.0
f17697	17697		1.0	1.0
f17699	17699		1.0	1.0
f17700	17700		1.0	1.0
f17702	17702		1.0	1.0
f17703	17703		1.0	1.0
f17706	17706		1.0	1.0
f17707	17707		1.0	1.0
f17708	17708		1.0	1.0
f17709	17709		1.0	1.0
f17711	17711		1.0	1.0
f17713	17713		1.0	1.0
f17714	17714		1.0	1.0
f17719	17719		1.0	1.0
f17720	17720		1.0	1.0
f17721	17721		1.0	1.0
f17722	17722		1.0	1.0
f17723	17723		1.0	1.0
f17726	17726		1.0	1.0
f17727	17727		1.0	1.0
f17728	17728		1.0	1.0
f17729	17729		1.0	1.0
f17731	17731		1.0	1.0
f17732	17732		1.0	1.0
f17733	17733		1.0	1.0
f17734	17734		1.0	1.0
f17735	17735		1.0	1.0
f17736	17736		1.0	1.0
f17737	17737		1.0	1.0
f17738	17738		1.0	1.0
f17741	17741		1.0	1.0
f17742	17742		1.0	1.0
f17743	17743		1.0	1.0
f17744	17744		1.0	1.0
f17745	17745		1.0	1.0
f17747	17747		1.0	1.0
f17748	17748		1.0	1.0
f17751	17751		1.0	1.0
f17753	17753		1.0	1.0
f17754	17754		1.0	1.0
f17755	17755		1.0	1.0
f17757	17757		1.0	1.0
f17759	17759		1.0	1.0
f17762	17762		1.0	1.0
f17764	17764		1.0	1.0
f17767	17767		1.0	1.0
f17768	17768		1.0	1.0
f17770	17770		1.0	1.0
f17771	17771		1.0	1.0
f17775	17775		1.0	1.0
f17776	17776		1.0	1.0
f17777	17777		1.0	1.0
f17778	17778		1.0	1.0
f17780	17780		1.0	1.0
f17782	17782		1.0	1.0
f17783	17783		1.0	1.0
f17784	17784		1.0	1.0
f17789	17789		1.0	1.0
f17790	17790		1.0	1.0
f17791	17791		1.0	1.0
f17793	17793		1.0	1.0
f17795	17795		1.0	1.0
f17796	17796		1.0	1.0
f17797	17797		1.0	1.0
f17798	17798		1.0	1.0
f17799	17799		1.0	1.0
f17800	17800		1.0	1.0
f17803	17803		1.0	1.0
f17804	17804		1.0	1.0
f17805	17805		1.0	1.0
f17806	17806		1.0	1.0
f17808	17808		1.0	1.0
f17809	17809		1.0	1.0
f17810	17810		1.0	1.0
f17811	17811		1.0	1.0
f17812	17812		1.0	1.0
f17813	17813		1.0	1.0
f17814	17814		1.0	1.0
f17816	17816		1.0	1.0
f17817	17817		1.0	1.0
f17818	17818		1.0	1.0
f17819	17819		1.0	1.0
f17820	17820		1.0	1.0
f17821	17821		1.0	1.0
f17822	17822		1.0	1.0
f17824	17824		1.0	1.0
f17826	17826		1.0	1.0
f17828	17828		1.0	1.0
f17829	17829		1.0	1.0
f17830	17830		1.0	1.0
f17831	17831		1.0	1.0
f17832	17832		1.0	1.0
f17836	17836		1.0	1.0
f17837	17837		1.0	1.0
f17838	17838		1.0	1.0
f17842	17842		1.0	1.0
f17844	17844		1.0	1.0
f17845	17845		1.0	1.0
f17846	17846		1.0	1.0
f17847	17847		1.0	1.0
f17848	17848		1.0	1.0
f17849	17849		1.0	1.0
f17850	17850		1.0	1.0
f17851	17851		1.0	1.0
f17854	17854		1.0	1.0
f17855	17855		1.0	1.0
f17856	17856		1.0	1.0
f17857	17857		1.0	1.0
f17858	17858		1.0	1.0
f17859	17859		1.0	1.0
f17862	17862		1.0	1.0
f17863	17863		1.0	1.0
f17865	17865		1.0	1.0
f17869	17869		1.0	1.0
f17870	17870		1.0	1.0
f17872	17872		1.0	1.0
f17874	17874		1.0	1.0
f17876	17876		1.0	1.0
f17882	17882		1.0	1.0
f17883	17883		1.0	1.0
f17884	17884		1.0	1.0
f17887	17887		1.0	1.0
f17888	17888		1.0	1.0
f17892	17892		1.0	1.0
f17894	17894		1.0	1.0
f17895	17895		1.0	1.0
f17896	17896		1.0	1.0
f17897	17897		1.0	1.0
f17898	17898		1.0	1.0
f17901	17901		1.0	1.0
f17902	17902		1.0	1.0
f17905	17905		1.0	1.0
f17907	17907		1.0	1.0
f17910	17910		1.0	1.0
f17913	17913		1.0	1.0
f17914	17914		1.0	1.0
f17915	17915		1.0	1.0
f17916	17916		1.0	1.0
f17917	17917		1.0	1.0
f17918	17918		1.0	1.0
f17920	17920		1.0	1.0
f17921	17921		1.0	1.0
f17922	17922		1.0	1.0
f17925	17925		1.0	1.0
f17926	17926		1.0	1.0
f17927	17927		1.0	1.0
f17928	17928		1.0	1.0
f17929	17929		1.0	1.0
f17930	17930		1.0	1.0
f17931	17931		1.0	1.0
f17933	17933		1.0	1.0
f17934	17934		1.0	1.0
f17935	17935		1.0	1.0
f17936	17936		1.0	1.0
f17937	17937		1.0	1.0
f17938	17938		1.0	1.0
f17939	17939		1.0	1.0
f17942	17942		1.0	1.0
f17943	17943		1.0	1.0
f17944	17944		1.0	1.0
f17945	17945		1.0	1.0
f17946	17946		1.0	1.0
f17948	17948		1.0	1.0
f17953	17953		1.0	1.0
f17954	17954		1.0	1.0
f17960	17960		1.0	1.0
f17963	17963		1.0	1.0
f17964	17964		1.0	1.0
f17965	17965		1.0	1.0
f17966	17966		1.0	1.0
f17967	17967		1.0	1.0
f17968	17968		1.0	1.0
f17970	17970		1.0	1.0
f17971	17971		1.0	1.0
f17972	17972		1.0	1.0
f17973	17973		1.0	1.0
f17974	17974		1.0	1.0
f17975	17975		1.0	1.0
f17976	17976		1.0	1.0
f17978	17978		1.0	1.0
f17979	17979		1.0	1.0
f17980	17980		1.0	1.0
f17981	17981		1.0	1.0
f17982	17982		1.0	1.0
f17983	17983		1.0	1.0
f17985	17985		1.0	1.0
f17986	17986		1.0	1.0
f17988	17988		1.0	1.0
f17989	17989		1.0	1.0
f17990	17990		1.0	1.0
f17991	17991		1.0	1.0
f17993	17993		1.0	1.0
f17995	17995		1.0	1.0
f17996	17996		1.0	1.0
f17997	17997		1.0	1.0
f18000	18000		1.0	1.0
f18001	18001		1.0	1.0
f18002	18002		1.0	1.0
f18003	18003		1.0	1.0
f18004	18004		1.0	1.0
f18006	18006		1.0	1.0
f18007	18007		1.0	1.0
f18010	18010		1.0	1.0
f18011	18011		1.0	1.0
f18013	18013		1.0	1.0
f18014	18014		1.0	1.0
f18015	18015		1.0	1.0
f18016	18016		1.0	1.0
f18017	18017		1.0	1.0
f18019	18019		1.0	1.0
f18021	18021		1.0	1.0
f18023	18023		1.0	1.0
f18024	18024		1.0	1.0
f18025	18025		1.0	1.0
f18029	18029		1.0	1.0
f18030	18030		1.0	1.0
f18033	18033		1.0	1.0
f18034	18034		1.0	1.0
f18035	18035		1.0	1.0
f18036	18036		1.0	1.0
f18038	18038		1.0	1.0
f18039	18039		1.0	1.0
f18041	18041		1.0	1.0
f18042	18042		1.0	1.0
f18045	18045		1.0	1.0
f18046	18046		1.0	1.0
f18047	18047		1.0	1.0
f18049	18049		1.0	1.0
f18050	18050		1.0	1.0
f18051	18051		1.0	1.0
f18052	18052		1.0	1.0
f18053	18053		1.0	1.0
f18054	18054		1.0	1.0
f18055	18055		1.0	1.0
f18056	18056		1.0	1.0
f18058	18058		1.0	1.0
f18059	18059		1.0	1.0
f18061	18061		1.0	1.0
f18064	18064		1.0	1.0
f18066	18066		1.0	1.0
f18067	18067		1.0	1.0
f18068	18068		1.0	1.0
f18069	18069		1.0	1.0
f18070	18070		1.0	1.0
f18071	18071		1.0	1.0
f18073	18073		1.0	1.0
f18074	18074		1.0	1.0
f18075	18075		1.0	1.0
f18076	18076		1.0	1.0
f18078	18078		1.0	1.0
f18079	18079		1.0	1.0
f18081	18081		1.0	1.0
f18082	18082		1.0	1.0
f18083	18083		1.0	1.0
f18085	18085		1.0	1.0
f18086	18086		1.0	1.0
f18087	18087		1.0	1.0
f18088	18088		1.0	1.0
f18090	18090		1.0	1.0
f18092	18092		1.0	1.0
f18093	18093		1.0	1.0
f18094	18094		1.0	1.0
f18095	18095		1.0	1.0
f18096	18096		1.0	1.0
f18099	18099		1.0	1.0
f18100	18100		1.0	1.0
f18101	18101		1.0	1.0
f18103	18103		1.0	1.0
f18104	18104		1.0	1.0
f18106	18106		1.0	1.0
f18109	18109		1.0	1.0
f18111	18111		1.0	1.0
f18113	18113		1.0	1.0
f18114	18114		1.0	1.0
f18115	18115		1.0	1.0
f18117	18117		1.0	1.0
f18119	18119		1.0	1.0
f18120	18120		1.0	1.0
f18121	18121		1.0	1.0
f18122	18122		1.0	1.0
f18123	18123		1.0	1.0
f18126	18126		1.0	1.0
f18128	18128		1.0	1.0
f18129	18129		1.0	1.0
f18130	18130		1.0	1.0
f18131	18131		1.0	1.0
f18134	18134		1.0	1.0
f18135	18135		1.0	1.0
f18136	18136		1.0	1.0
f18140	18140		1.0	1.0
f18142	18142		1.0	1.0
f18143	18143		1.0	1.0
f18144	18144		1.0	1.0
f18145	18145		1.0	1.0
f18148	18148		1.0	1.0
f18150	18150		1.0	1.0
f18151	18151		1.0	1.0
f18153	18153		1.0	1.0
f18155	18155		1.0	1.0
f18156	18156		1.0	1.0
f18157	18157		1.0	1.0
f18159	18159		1.0	1.0
f18160	18160		1.0	1.0
f18161	18161		1.0	1.0
f18163	18163		1.0	1.0
f18165	18165		1.0	1.0
f18168	18168		1.0	1.0
f18169	18169		1.0	1.0
f18170	18170		1.0	1.0
f18172	18172		1.0	1.0
f18173	18173		1.0	1.0
f18174	18174		1.0	1.0
f18178	18178		1.0	1.0
f18181	18181		1.0	1.0
f18182	18182		1.0	1.0
f18183	18183		1.0	1.0
f18184	18184		1.0	1.0
f18187	18187		1.0	1.0
f18188	18188		1.0	1.0
f18189	18189		1.0	1.0
f18190	18190		1.0	1.0
f18191	18191		1.0	1.0
f18192	18192		1.0	1.0
f18193	18193		1.0	1.0
f18196	18196		1.0	1.0
f18197	18197		1.0	1.0
f18198	18198		1.0	1.0
f18199	18199		1.0	1.0
f18200	18200		1.0	1.0
f18201	18201		1.0	1.0
f18203	18203		1.0	1.0
f18205	18205		1.0	1.0
f18207	18207		1.0	1.0
f18208	18208		1.0	1.0
f18209	18209		1.0	1.0
f18211	18211		1.0	1.0
f18212	18212		1.0	1.0
f18213	18213		1.0	1.0
f18215	18215		1.0	1.0
f18216	18216		1.0	1.0
f18217	18217		1.0	1.0
f18218	18218		1.0	1.0
f18219	18219		1.0	1.0
f18221	18221		1.0	1.0
f18223	18223		1.0	1.0
f18224	18224		1.0	1.0
f18227	18227		1.0	1.0
f18228	18228		1.0	1.0
f18229	18229		1.0	1.0
f18230	18230		1.0	1.0
f18231	18231		1.0	1.0
f18232	18232		1.0	1.0
f18233	18233		1.0	1.0
f18235	18235		1.0	1.0
f18236	18236		1.0	1.0
f18237	18237		1.0	1.0
f18240	18240		1.0	1.0
f18241	18241		1.0	1.0
f18242	18242		1.0	1.0
f18243	18243		1.0	1.0
f18244	18244		1.0	1.0
f18246	18246		1.0	1.0
f18247	18247		1.0	1.0
f18248	18248		1.0	1.0
f18251	18251		1.0	1.0
f18252	18252		1.0	1.0
f18253	18253		1.0	1.0
f18255	18255		1.0	1.0
f18257	18257		1.0	1.0
f18258	18258		1.0	1.0
f18259	18259		1.0	1.0
f18261	18261		1.0	1.0
f18263	18263		1.0	1.0
f18265	18265		1.0	1.0
f18266	18266		1.0	1.0
f18268	18268		1.0	1.0
f18269	18269		1.0	1.0
f18270	18270		1.0	1.0
f18271	18271		1.0	1.0
f18273	18273		1.0	1.0
f18276	18276		1.0	1.0
f18277	18277		1.0	1.0
f18280	18280		1.0	1.0
f18281	18281		1.0	1.0
f18283	18283		1.0	1.0
f18284	18284		1.0	1.0
f18285	18285		1.0	1.0
f18286	18286		1.0	1.0
f18288	18288		1.0	1.0
f18289	18289		1.0	1.0
f18290	18290		1.0	1.0
f18291	18291		1.0	1.0
f18292	18292		1.0	1.0
f18294	18294		1.0	1.0
f18295	18295		1.0	1.0
f18296	18296		1.0	1.0
f18297	18297		1.0	1.0
f18298	18298		1.0	1.0
f18299	18299		1.0	1.0
f18300	18300		1.0	1.0
f18301	18301		1.0	1.0
f18302	18302		1.0	1.0
f18304	18304		1.0	1.0
f18305	18305		1.0	1.0
f18306	18306		1.0	1.0
f18308	18308		1.0	1.0
f18309	18309		1.0	1.0
f18310	18310		1.0	1.0
f18311	18311		1.0	1.0
f18313	18313		1.0	1.0
f18314	18314		1.0	1.0
f18315	18315		1.0	1.0
f18316	18316		1.0	1.0
f18318	18318		1.0	1.0
f18320	18320		1.0	1.0
f18321	18321		1.0	1.0
f18323	18323		1.0	1.0
f18324	18324		1.0	1.0
f18326	18326		1.0	1.0
f18327	18327		1.0	1.0
f18328	18328		1.0	1.0
f18329	18329		1.0	1.0
f18330	18330		1.0	1.0
f18331	18331		1.0	1.0
f18332	18332		1.0	1.0
f18334	18334		1.0	1.0
f18338	18338		1.0	1.0
f18339	18339		1.0	1.0
f18341	18341		1.0	1.0
f18342	18342		1.0	1.0
f18343	18343		1.0	1.0
f18344	18344		1.0	1.0
f18345	18345		1.0	1.0
f18347	18347		1.0	1.0
f18348	18348		1.0	1.0
f18349	18349		1.0	1.0
f18351	18351		1.0	1.0
f18352	18352		1.0	1.0
f18353	18353		1.0	1.0
f18358	18358		1.0	1.0
f18361	18361		1.0	1.0
f18363	18363		1.0	1.0
f18364	18364		1.0	1.0
f18365	18365		1.0	1.0
f18366	18366		1.0	1.0
f18367	18367		1.0	1.0
f18368	18368		1.0	1.0
f18369	18369		1.0	1.0
f18372	18372		1.0	1.0
f18373	18373		1.0	1.0
f18374	18374		1.0	1.0
f18375	18375		1.0	1.0
f18376	18376		1.0	1.0
f18377	18377		1.0	1.0
f18378	18378		1.0	1.0
f18380	18380		1.0	1.0
f18381	18381		1.0	1.0
f18383	18383		1.0	1.0
f18384	18384		1.0	1.0
f18385	18385		1.0	1.0
f18386	18386		1.0	1.0
f18387	18387		1.0	1.0
f18388	18388		1.0	1.0
f18390	18390		1.0	1.0
f18393	18393		1.0	1.0
f18394	18394		1.0	1.0
f18395	18395		1.0	1.0
f18398	18398		1.0	1.0
f18399	18399		1.0	1.0
f18400	18400		1.0	1.0
f18403	18403		1.0	1.0
f18404	18404		1.0	1.0
f18405	18405		1.0	1.0
f18407	18407		1.0	1.0
f18408	18408		1.0	1.0
f18409	18409		1.0	1.0
f18412	18412		1.0	1.0
f18413	18413		1.0	1.0
f18414	18414		1.0	1.0
f18415	18415		1.0	1.0
f18420	18420		1.0	1.0
f18423	18423		1.0	1.0
f18424	18424		1.0	1.0
f18425	18425		1.0	1.0
f18426	18426		1.0	1.0
f18427	18427		1.0	1.0
f18429	18429		1.0	1.0
f18430	18430		1.0	1.0
f18431	18431		1.0	1.0
f18433	18433		1.0	1.0
f18434	18434		1.0	1.0
f18438	18438		1.0	1.0
f18439	18439		1.0	1.0
f18440	18440		1.0	1.0
f18441	18441		1.0	1.0
f18442	18442		1.0	1.0
f18445	18445		1.0	1.0
f18446	18446		1.0	1.0
f18447	18447		1.0	1.0
f18448	18448		1.0	1.0
f18449	18449		1.0	1.0
f18451	18451		1.0	1.0
f18452	18452		1.0	1.0
f18453	18453		1.0	1.0
f18455	18455		1.0	1.0
f18456	18456		1.0	1.0
f18457	18457		1.0	1.0
f18458	18458		1.0	1.0
f18460	18460		1.0	1.0
f18461	18461		1.0	1.0
f18463	18463		1.0	1.0
f18464	18464		1.0	1.0
f18465	18465		1.0	1.0
f18466	18466		1.0	1.0
f18467	18467		1.0	1.0
f18468	18468		1.0	1.0
f18469	18469		1.0	1.0
f18470	18470		1.0	1.0
f18472	18472		1.0	1.0
f18473	18473		1.0	1.0
f18474	18474		1.0	1.0
f18475	18475		1.0	1.0
f18477	18477		1.0	1.0
f18478	18478		1.0	1.0
f18479	18479		1.0	1.0
f18480	18480		1.0	1.0
f18482	18482		1.0	1.0
f18485	18485		1.0	1.0
f18486	18486		1.0	1.0
f18487	18487		1.0	1.0
f18488	18488		1.0	1.0
f18489	18489		1.0	1.0
f18490	18490		1.0	1.0
f18492	18492		1.0	1.0
f18493	18493		1.0	1.0
f18494	18494		1.0	1.0
f18496	18496		1.0	1.0
f18498	18498		1.0	1.0
f18499	18499		1.0	1.0
f18501	18501		1.0	1.0
f18503	18503		1.0	1.0
f18504	18504		1.0	1.0
f18505	18505		1.0	1.0
f18506	18506		1.0	1.0
f18507	18507		1.0	1.0
f18508	18508		1.0	1.0
f18511	18511		1.0	1.0
f18516	18516		1.0	1.0
f18517	18517		1.0	1.0
f18518	18518		1.0	1.0
f18519	18519		1.0	1.0
f18520	18520		1.0	1.0
f18521	18521		1.0	1.0
f18522	18522		1.0	1.0
f18523	18523		1.0	1.0
f18524	18524		1.0	1.0
f18525	18525		1.0	1.0
f18527	18527		1.0	1.0
f18529	18529		1.0	1.0
f18531	18531		1.0	1.0
f18534	18534		1.0	1.0
f18535	18535		1.0	1.0
f18536	18536		1.0	1.0
f18537	18537		1.0	1.0
f18538	18538		1.0	1.0
f18539	18539		1.0	1.0
f18540	18540		1.0	1.0
f18542	18542		1.0	1.0
f18544	18544		1.0	1.0
f18545	18545		1.0	1.0
f18546	18546		1.0	1.0
f18547	18547		1.0	1.0
f18548	18548		1.0	1.0
f18549	18549		1.0	1.0
f18550	18550		1.0	1.0
f18555	18555		1.0	1.0
f18556	18556		1.0	1.0
f18557	18557		1.0	1.0
f18558	18558		1.0	1.0
f18560	18560		1.0	1.0
f18561	18561		1.0	1.0
f18562	18562		1.0	1.0
f18565	18565		1.0	1.0
f18566	18566		1.0	1.0
f18567	18567		1.0	1.0
f18568	18568		1.0	1.0
f18570	18570		1.0	1.0
f18572	18572		1.0	1.0
f18573	18573		1.0	1.0
f18574	18574		1.0	1.0
f18575	18575		1.0	1.0
f18576	18576		1.0	1.0
f18580	18580		1.0	1.0
f18581	18581		1.0	1.0
f18583	18583		1.0	1.0
f18584	18584		1.0	1.0
f18585	18585		1.0	1.0
f18587	18587		1.0	1.0
f18588	18588		1.0	1.0
f18592	18592		1.0	1.0
f18593	18593		1.0	1.0
f18594	18594		1.0	1.0
f18596	18596		1.0	1.0
f18598	18598		1.0	1.0
f18599	18599		1.0	1.0
f18601	18601		1.0	1.0
f18603	18603		1.0	1.0
f18604	18604		1.0	1.0
f18608	18608		1.0	1.0
f18611	18611		1.0	1.0
f18614	18614		1.0	1.0
f18615	18615		1.0	1.0
f18618	18618		1.0	1.0
f18619	18619		1.0	1.0
f18621	18621		1.0	1.0
f18623	18623		1.0	1.0
f18624	18624		1.0	1.0
f18626	18626		1.0	1.0
f18627	18627		1.0	1.0
f18633	18633		1.0	1.0
f18635	18635		1.0	1.0
f18636	18636		1.0	1.0
f18637	18637		1.0	1.0
f18638	18638		1.0	1.0
f18639	18639		1.0	1.0
f18643	18643		1.0	1.0
f18644	18644		1.0	1.0
f18645	18645		1.0	1.0
f18646	18646		1.0	1.0
f18648	18648		1.0	1.0
f18649	18649		1.0	1.0
f18650	18650		1.0	1.0
f18651	18651		1.0	1.0
f18652	18652		1.0	1.0
f18653	18653		1.0	1.0
f18654	18654		1.0	1.0
f18656	18656		1.0	1.0
f18657	18657		1.0	1.0
f18658	18658		1.0	1.0
f18659	18659		1.0	1.0
f18660	18660		1.0	1.0
f18661	18661		1.0	1.0
f18662	18662		1.0	1.0
f18663	18663		1.0	1.0
f18664	18664		1.0	1.0
f18665	18665		1.0	1.0
f18667	18667		1.0	1.0
f18671	18671		1.0	1.0
f18672	18672		1.0	1.0
f18673	18673		1.0	1.0
f18674	18674		1.0	1.0
f18675	18675		1.0	1.0
f18676	18676		1.0	1.0
f18678	18678		1.0	1.0
f18681	18681		1.0	1.0
f18682	18682		1.0	1.0
f18684	18684		1.0	1.0
f18685	18685		1.0	1.0
f18687	18687		1.0	1.0
f18688	18688		1.0	1.0
f18690	18690		1.0	1.0
f18691	18691		1.0	1.0
f18693	18693		1.0	1.0
f18694	18694		1.0	1.0
f18696	18696		1.0	1.0
f18700	18700		1.0	1.0
f18701	18701		1.0	1.0
f18702	18702		1.0	1.0
f18703	18703		1.0	1.0
f18704	18704		1.0	1.0
f18705	18705		1.0	1.0
f18706	18706		1.0	1.0
f18708	18708		1.0	1.0
f18710	18710		1.0	1.0
f18711	18711		1.0	1.0
f18712	18712		1.0	1.0
f18713	18713		1.0	1.0
f18714	18714		1.0	1.0
f18716	18716		1.0	1.0
f18717	18717		1.0	1.0
f18718	18718		1.0	1.0
f18719	18719		1.0	1.0
f18720	18720		1.0	1.0
f18722	18722		1.0	1.0
f18724	18724		1.0	1.0
f18726	18726		1.0	1.0
f18727	18727		1.0	1.0
f18728	18728		1.0	1.0
f18730	18730		1.0	1.0
f18731	18731		1.0	1.0
f18732	18732		1.0	1.0
f18733	18733		1.0	1.0
f18735	18735		1.0	1.0
f18736	18736		1.0	1.0
f18737	18737		1.0	1.0
f18738	18738		1.0	1.0
f18739	18739		1.0	1.0
f18740	18740		1.0	1.0
f18742	18742		1.0	1.0
f18744	18744		1.0	1.0
f18745	18745		1.0	1.0
f18748	18748		1.0	1.0
f18749	18749		1.0	1.0
f18750	18750		1.0	1.0
f18751	18751		1.0	1.0
f18754	18754		1.0	1.0
f18755	18755		1.0	1.0
f18756	18756		1.0	1.0
f18757	18757		1.0	1.0
f18758	18758		1.0	1.0
f18760	18760		1.0	1.0
f18767	18767		1.0	1.0
f18768	18768		1.0	1.0
f18770	18770		1.0	1.0
f18771	18771		1.0	1.0
f18772	18772		1.0	1.0
f18774	18774		1.0	1.0
f18778	18778		1.0	1.0
f18779	18779		1.0	1.0
f18780	18780		1.0	1.0
f18781	18781		1.0	1.0
f18782	18782		1.0	1.0
f18783	18783		1.0	1.0
f18785	18785		1.0	1.0
f18788	18788		1.0	1.0
f18791	18791		1.0	1.0
f18792	18792		1.0	1.0
f18793	18793		1.0	1.0
f18794	18794		1.0	1.0
f18795	18795		1.0	1.0
f18796	18796		1.0	1.0
f18797	18797		1.0	1.0
f18798	18798		1.0	1.0
f18799	18799		1.0	1.0
f18800	18800		1.0	1.0
f18801	18801		1.0	1.0
f18802	18802		1.0	1.0
f18803	18803		1.0	1.0
f18804	18804		1.0	1.0
f18805	18805		1.0	1.0
f18808	18808		1.0	1.0
f18809	18809		1.0	1.0
f18810	18810		1.0	1.0
f18811	18811		1.0	1.0
f18812	18812		1.0	1.0
f18813	18813		1.0	1.0
f18814	18814		1.0	1.0
f18816	18816		1.0	1.0
f18818	18818		1.0	1.0
f18819	18819		1.0	1.0
f18820	18820		1.0	1.0
f18823	18823		1.0	1.0
f18824	18824		1.0	1.0
f18825	18825		1.0	1.0
f18826	18826		1.0	1.0
f18829	18829		1.0	1.0
f18831	18831		1.0	1.0
f18834	18834		1.0	1.0
f18835	18835		1.0	1.0
f18836	18836		1.0	1.0
f18837	18837		1.0	1.0
f18839	18839		1.0	1.0
f18840	18840		1.0	1.0
f18843	18843		1.0	1.0
f18844	18844		1.0	1.0
f18847	18847		1.0	1.0
f18848	18848		1.0	1.0
f18850	18850		1.0	1.0
f18851	18851		1.0	1.0
f18852	18852		1.0	1.0
f18853	18853		1.0	1.0
f18854	18854		1.0	1.0
f18855	18855		1.0	1.0
f18856	18856		1.0	1.0
f18857	18857		1.0	1.0
f18858	18858		1.0	1.0
f18859	18859		1.0	1.0
f18861	18861		1.0	1.0
f18862	18862		1.0	1.0
f18863	18863		1.0	1.0
f18864	18864		1.0	1.0
f18865	18865		1.0	1.0
f18867	18867		1.0	1.0
f18870	18870		1.0	1.0
f18871	18871		1.0	1.0
f18873	18873		1.0	1.0
f18874	18874		1.0	1.0
f18875	18875		1.0	1.0
f18876	18876		1.0	1.0
f18879	18879		1.0	1.0
f18880	18880		1.0	1.0
f18881	18881		1.0	1.0
f18883	18883		1.0	1.0
f18884	18884		1.0	1.0
f18885	18885		1.0	1.0
f18886	18886		1.0	1.0
f18890	18890		1.0	1.0
f18891	18891		1.0	1.0
f18894	18894		1.0	1.0
f18895	18895		1.0	1.0
f18897	18897		1.0	1.0
f18898	18898		1.0	1.0
f18899	18899		1.0	1.0
f18901	18901		1.0	1.0
f18902	18902		1.0	1.0
f18904	18904		1.0	1.0
f18905	18905		1.0	1.0
f18906	18906		1.0	1.0
f18908	18908		1.0	1.0
f18909	18909		1.0	1.0
f18910	18910		1.0	1.0
f18911	18911		1.0	1.0
f18915	18915		1.0	1.0
f18918	18918		1.0	1.0
f18921	18921		1.0	1.0
f18922	18922		1.0	1.0
f18923	18923		1.0	1.0
f18925	18925		1.0	1.0
f18927	18927		1.0	1.0
f18928	18928		1.0	1.0
f18931	18931		1.0	1.0
f18932	18932		1.0	1.0
f18933	18933		1.0	1.0
f18934	18934		1.0	1.0
f18936	18936		1.0	1.0
f18937	18937		1.0	1.0
f18938	18938		1.0	1.0
f18939	18939		1.0	1.0
f18940	18940		1.0	1.0
f18942	18942		1.0	1.0
f18943	18943		1.0	1.0
f18947	18947		1.0	1.0
f18948	18948		1.0	1.0
f18949	18949		1.0	1.0
f18950	18950		1.0	1.0
f18954	18954		1.0	1.0
f18957	18957		1.0	1.0
f18959	18959		1.0	1.0
f18961	18961		1.0	1.0
f18963	18963		1.0	1.0
f18964	18964		1.0	1.0
f18965	18965		1.0	1.0
f18966	18966		1.0	1.0
f18967	18967		1.0	1.0
f18968	18968		1.0	1.0
f18969	18969		1.0	1.0
f18970	18970		1.0	1.0
f18972	18972		1.0	1.0
f18973	18973		1.0	1.0
f18974	18974		1.0	1.0
f18975	18975		1.0	1.0
f18976	18976		1.0	1.0
f18979	18979		1.0	1.0
f18980	18980		1.0	1.0
f18983	18983		1.0	1.0
f18986	18986		1.0	1.0
f18987	18987		1.0	1.0
f18988	18988		1.0	1.0
f18989	18989		1.0	1.0
f18990	18990		1.0	1.0
f18992	18992		1.0	1.0
f18993	18993		1.0	1.0
f18994	18994		1.0	1.0
f18995	18995		1.0	1.0
f18997	18997		1.0	1.0
f18998	18998		1.0	1.0
f18999	18999		1.0	1.0
f19001	19001		1.0	1.0
f19002	19002		1.0	1.0
f19004	19004		1.0	1.0
f19005	19005		1.0	1.0
f19006	19006		1.0	1.0
f19007	19007		1.0	1.0
f19008	19008		1.0	1.0
f19009	19009		1.0	1.0
f19011	19011		1.0	1.0
f19012	19012		1.0	1.0
